novel_ORF	overlapping_gene_id	overlapping_transcript	overlapping_gene_name	surrounding_gene_ids	surrounding_transcripts	surrounding_gene_names
ENSG00000148019.8_80851267_80851527_86	ENSG00000148019.8	ENSG00000148019.8	CEP78			
ENSG00000148019.8_80858509_80858535_8	ENSG00000148019.8	ENSG00000148019.8	CEP78			
ENSG00000106829.14_82187498_82187695_65	ENSG00000106829.14	ENSG00000106829.14	TLE4			
ENSG00000172159.11_86153295_86153251_14	ENSG00000172159.11	ENSG00000172159.11	FRMD3			
MSTRG.17893_86238087_86241644_106	ENSG00000148057.11	ENSG00000148057.11	IDNK			
MSTRG.17893_86238087_86242925_17	ENSG00000148057.11	ENSG00000148057.11	IDNK			
MSTRG.17893_86238087_86258448_90	ENSG00000148057.11	ENSG00000148057.11	IDNK			
MSTRG.17894_86322950_86322834_38	ENSG00000135018.9,ENSG00000254473.1	ENSG00000135018.9,ENSG00000254473.1	UBQLN1,RP11-522I20.3	,	,	,
MSTRG.17894_86322814_86322578_78	ENSG00000135018.9,ENSG00000254473.1	ENSG00000135018.9,ENSG00000254473.1	UBQLN1,RP11-522I20.3	,	,	,
MSTRG.17894_86322708_86322622_28	ENSG00000135018.9,ENSG00000254473.1	ENSG00000135018.9,ENSG00000254473.1	UBQLN1,RP11-522I20.3	,	,	,
ENSG00000165113.8_86432515_86432013_37	ENSG00000165113.8	ENSG00000165113.8	GKAP1			
MSTRG.17896_86571628_86571515_37	ENSG00000165118.10	ENSG00000165118.10	C9orf64			
MSTRG.17897_86593290_86593177_6	ENSG00000165119.14	ENSG00000165119.14	HNRNPK			
MSTRG.17897_86593355_86593194_22	ENSG00000165119.14	ENSG00000165119.14	HNRNPK			
MSTRG.17901_88356793_88327460_41	ENSG00000135049.11	ENSG00000135049.11	AGTPBP1			
MSTRG.17905_88556067_88557100_50	ENSG00000135040.11	ENSG00000135040.11	NAA35			
MSTRG.17905_88556651_88556671_6	ENSG00000135040.11	ENSG00000135040.11	NAA35			
MSTRG.17905_88556448_88556537_29	ENSG00000135040.11	ENSG00000135040.11	NAA35			
MSTRG.17906_88714458_88694243_48	ENSG00000135052.12	ENSG00000135052.12	GOLM1			
MSTRG.17908_90112968_90113904_24	ENSG00000196730.8	ENSG00000196730.8	DAPK1			
MSTRG.17908_90113993_90254717_188	ENSG00000196730.8,ENSG00000219928.2,ENSG00000236709.1	ENSG00000196730.8,ENSG00000219928.2,ENSG00000236709.1	DAPK1,RP11-40C6.2,DAPK1-IT1	,,	,,	,,
MSTRG.17907_90342519_90343650_38	ENSG00000135047.10	ENSG00000135047.10	CTSL			
MSTRG.17907_90341068_90342515_35	ENSG00000135047.10	ENSG00000135047.10	CTSL			
MSTRG.17907_90341068_90342522_36	ENSG00000135047.10	ENSG00000135047.10	CTSL			
ENSG00000156345.13_90589361_90589227_44	ENSG00000156345.13	ENSG00000156345.13	CDK20			
MSTRG.17913_91041451_91041501_16	ENSG00000106723.12	ENSG00000106723.12	SPIN1			
ENSG00000186354.6_91606089_91606835_101	ENSG00000186354.6,ENSG00000213694.3	ENSG00000186354.6,ENSG00000213694.3	C9orf47,S1PR3	,	,	,
ENSG00000213694.3_91606449_91616022_71	ENSG00000186354.6,ENSG00000213694.3	ENSG00000186354.6,ENSG00000213694.3	C9orf47,S1PR3	,	,	,
ENSG00000213694.3_91606577_91616018_27	ENSG00000186354.6,ENSG00000213694.3	ENSG00000186354.6,ENSG00000213694.3	C9orf47,S1PR3	,	,	,
ENSG00000187742.10_91933492_91940535_84	ENSG00000187742.10	ENSG00000187742.10	SECISBP2			
ENSG00000187764.7_92070810_92020455_55	ENSG00000187764.7,ENSG00000231799.2	ENSG00000187764.7,ENSG00000231799.2	SEMA4D,RP13-93L13.2	,	,	,
MSTRG.17920_94809530_94809483_15	ENSG00000090054.9	ENSG00000090054.9	SPTLC1			
MSTRG.17920_94842342_94841780_37	ENSG00000090054.9	ENSG00000090054.9	SPTLC1			
MSTRG.17920_94877632_94874777_34	ENSG00000090054.9	ENSG00000090054.9	SPTLC1			
MSTRG.17925_95005557_95005372_61	ENSG00000196305.13	ENSG00000196305.13	IARS			
MSTRG.17925_95055908_95055798_36	ENSG00000196305.13	ENSG00000196305.13	IARS			
MSTRG.17931_95086412_95085744_49	ENSG00000198000.7	ENSG00000198000.7	NOL8			
MSTRG.17932_95088081_95088170_29	ENSG00000188312.9	ENSG00000188312.9	CENPP	ENSG00000198000.7,	ENSG00000198000.7,	NOL8,
MSTRG.17932_95088179_95088211_10	ENSG00000188312.9	ENSG00000188312.9	CENPP	ENSG00000198000.7,	ENSG00000198000.7,	NOL8,
MSTRG.17940_95400553_95397470_109	ENSG00000127080.5	ENSG00000127080.5	IPPK			
MSTRG.17929_95896499_95887190_152	ENSG00000131669.5	ENSG00000131669.5	NINJ1			
MSTRG.17929_95896499_95893812_28	ENSG00000131669.5	ENSG00000131669.5	NINJ1			
MSTRG.17943_95947222_95947254_10	ENSG00000165238.12	ENSG00000165238.12	WNK2			
MSTRG.17952_96213787_96213584_67	ENSG00000188938.11	ENSG00000188938.11	FAM120AOS	,ENSG00000048828.12	,ENSG00000048828.12	,FAM120A
MSTRG.17952_96213645_96213556_29	ENSG00000188938.11	ENSG00000188938.11	FAM120AOS	,ENSG00000048828.12	,ENSG00000048828.12	,FAM120A
MSTRG.17952_96213438_96213319_39	ENSG00000188938.11	ENSG00000188938.11	FAM120AOS			
MSTRG.17952_96214572_96212870_51	ENSG00000188938.11,ENSG00000048828.12	ENSG00000188938.11,ENSG00000048828.12	FAM120AOS,FAM120A	,	,	,
MSTRG.17952_96215758_96215537_73	ENSG00000188938.11,ENSG00000048828.12	ENSG00000188938.11,ENSG00000048828.12	FAM120AOS,FAM120A	,	,	,
MSTRG.17953_96214018_96214062_14	ENSG00000188938.11,ENSG00000048828.12	ENSG00000188938.11,ENSG00000048828.12	FAM120AOS,FAM120A	,	,	,
MSTRG.17953_96214059_96214094_11	ENSG00000188938.11,ENSG00000048828.12	ENSG00000188938.11,ENSG00000048828.12	FAM120AOS,FAM120A	,	,	,
ENSG00000175787.12_97041095_97061851_125	ENSG00000175787.12,ENSG00000237679.2	ENSG00000175787.12,ENSG00000237679.2	ZNF169,VDAC1P11	,	,	,
MSTRG.17941_97137019_97137105_28	ENSG00000148110.11	ENSG00000148110.11	HIATL1			
MSTRG.17941_97207422_97209178_38	ENSG00000148110.11	ENSG00000148110.11	HIATL1			
MSTRG.17958_97823085_97844887_41	ENSG00000148120.10	ENSG00000148120.10	C9orf3			
MSTRG.17958_97823085_97843066_32	ENSG00000148120.10	ENSG00000148120.10	C9orf3			
MSTRG.17958_97823085_97849003_44	ENSG00000148120.10,ENSG00000207563.1,ENSG00000207864.1,ENSG00000207617.2	ENSG00000148120.10,ENSG00000207563.1,ENSG00000207864.1,ENSG00000207617.2	C9orf3,MIR23B,MIR27B,MIR3074	,,,	,,,	,,,
ENSG00000185920.11_98241383_98236330_236	ENSG00000185920.11	ENSG00000185920.11	PTCH1			
ENSG00000182150.11_98638199_98643222_79	ENSG00000175611.7,ENSG00000182150.11	ENSG00000175611.7,ENSG00000182150.11	LINC00476,ERCC6L2	,	,	,
MSTRG.17955_99154691_99150679_24	ENSG00000165244.6	ENSG00000165244.6	ZNF367			
MSTRG.17955_99180421_99180404_5	ENSG00000165244.6	ENSG00000165244.6	ZNF367			
MSTRG.17971_99382097_99381657_146	ENSG00000081377.12	ENSG00000081377.12	CDC14B			
ENSG00000196597.7_99616623_99615297_102	ENSG00000196597.7	ENSG00000196597.7	ZNF782			
ENSG00000196597.7_99616623_99614284_85	ENSG00000196597.7	ENSG00000196597.7	ZNF782			
ENSG00000197816.9_100070038_100088875_543	ENSG00000197816.9,ENSG00000255036.1	ENSG00000197816.9,ENSG00000255036.1	CCDC180,RP11-23J9.4	,	,	,
MSTRG.17980_100396164_100407423_82	ENSG00000136937.8,ENSG00000231521.1	ENSG00000136937.8,ENSG00000231521.1	NCBP1,RP11-244N9.4	ENSG00000136925.10,,	ENSG00000136925.10,,	TSTD2,,
ENSG00000095383.15_101017823_101006370_136	ENSG00000095383.15	ENSG00000095383.15	TBC1D2			
ENSG00000106799.8_101891191_101891256_21	ENSG00000106799.8	ENSG00000106799.8	TGFBR1			
MSTRG.18010_101984176_101983351_138	ENSG00000119523.8	ENSG00000119523.8	ALG2	,ENSG00000106803.5	,ENSG00000106803.5	,SEC61B
MSTRG.18003_102668921_102677520_42	ENSG00000136874.6,ENSG00000254571.1	ENSG00000136874.6,ENSG00000254571.1	STX17,RP11-60I3.4	ENSG00000255145.1,,	ENSG00000255145.1,,	RP11-60I3.5,,
MSTRG.17985_102861247_102861188_19	ENSG00000023318.7	ENSG00000023318.7	ERP44	,ENSG00000119509.8	,ENSG00000119509.8	,INVS
MSTRG.17987_102866804_102894211_110	ENSG00000119509.8,ENSG00000238172.1,ENSG00000270995.1	ENSG00000119509.8,ENSG00000238172.1,ENSG00000270995.1	INVS,RPS2P35,RP11-29B11.5	,,	,,	,,
MSTRG.17992_103115199_103115170_9	ENSG00000136891.9	ENSG00000136891.9	TEX10			
MSTRG.17976_103189765_103204192_30	ENSG00000066697.10	ENSG00000066697.10	MSANTD3	,ENSG00000251349.3,ENSG00000241697.3	,ENSG00000251349.3,ENSG00000241697.3	,MSANTD3-TMEFF1,TMEFF1
MSTRG.17994_104249433_104249377_18	ENSG00000165152.4	ENSG00000165152.4	TMEM246			
MSTRG.18016_104296354_104296530_58	ENSG00000155827.7	ENSG00000155827.7	RNF20			
MSTRG.18018_106856650_106856670_6	ENSG00000136824.14	ENSG00000136824.14	SMC2			
MSTRG.18018_106856759_106857676_26	ENSG00000136824.14	ENSG00000136824.14	SMC2			
MSTRG.18018_106857607_106857690_27	ENSG00000136824.14	ENSG00000136824.14	SMC2			
MSTRG.18006_107526522_107531182_32	ENSG00000165028.7	ENSG00000165028.7	NIPSNAP3B			
MSTRG.17996_108006964_108007002_12	ENSG00000070214.11	ENSG00000070214.11	SLC44A1			
ENSG00000106692.9_108363560_108363628_22	ENSG00000106692.9	ENSG00000106692.9	FKTN			
MSTRG.18031_110045568_110045808_7	ENSG00000119318.8	ENSG00000119318.8	RAD23B			
MSTRG.18031_110045608_110045670_20	ENSG00000119318.8	ENSG00000119318.8	RAD23B			
MSTRG.18031_110045571_110045594_7	ENSG00000119318.8	ENSG00000119318.8	RAD23B			
ENSG00000136826.10_110250606_110250484_40	ENSG00000136826.10	ENSG00000136826.10	KLF4			
MSTRG.18023_111693475_111693341_44	ENSG00000070061.10	ENSG00000070061.10	IKBKAP			
MSTRG.18023_111696358_111696296_20	ENSG00000070061.10	ENSG00000070061.10	IKBKAP	,ENSG00000119328.7	,ENSG00000119328.7	,FAM206A
MSTRG.18023_111692155_111689712_42	ENSG00000070061.10	ENSG00000070061.10	IKBKAP			
MSTRG.18023_111696326_111679915_72	ENSG00000070061.10	ENSG00000070061.10	IKBKAP	,ENSG00000119328.7	,ENSG00000119328.7	,FAM206A
MSTRG.18024_111696767_111697973_44	ENSG00000119328.7	ENSG00000119328.7	FAM206A	ENSG00000070061.10,	ENSG00000070061.10,	IKBKAP,
ENSG00000070159.9_112145826_112144678_57	ENSG00000070159.9	ENSG00000070159.9	PTPN3			
ENSG00000070159.9_112225714_112211113_103	ENSG00000070159.9	ENSG00000070159.9	PTPN3			
ENSG00000157654.13_112898621_112898686_21	ENSG00000157654.13,ENSG00000241978.5	ENSG00000157654.13,ENSG00000241978.5	PALM2-AKAP2,AKAP2	,	,	,
ENSG00000241978.5_112898621_112898686_21	ENSG00000157654.13,ENSG00000241978.5	ENSG00000157654.13,ENSG00000241978.5	PALM2-AKAP2,AKAP2	,	,	,
ENSG00000241978.5_112811047_112898443_41	ENSG00000157654.13,ENSG00000241978.5	ENSG00000157654.13,ENSG00000241978.5	PALM2-AKAP2,AKAP2	,	,	,
MSTRG.18019_113704023_113703922_33	ENSG00000198121.9	ENSG00000198121.9	LPAR1			
MSTRG.18019_113800721_113800497_74	ENSG00000198121.9	ENSG00000198121.9	LPAR1			
MSTRG.18027_114287531_114289586_16	ENSG00000173258.8	ENSG00000173258.8	ZNF483			
MSTRG.18028_114359702_114351650_73	ENSG00000106853.12,ENSG00000204173.6	ENSG00000106853.12,ENSG00000204173.6	PTGR1,LRRC37A5P	,	,	,
MSTRG.18030_114393645_114393923_92	ENSG00000059769.15,ENSG00000244115.1	ENSG00000059769.15,ENSG00000244115.1	DNAJC25,DNAJC25-GNG10	ENSG00000204173.6,,	ENSG00000204173.6,,	LRRC37A5P,,
MSTRG.18030_114423915_114429220_68	ENSG00000059769.15,ENSG00000244115.1,ENSG00000242616.3	ENSG00000059769.15,ENSG00000244115.1,ENSG00000242616.3	DNAJC25,DNAJC25-GNG10,GNG10	,,	,,	,,
MSTRG.18040_115095757_115060142_20	ENSG00000119314.11	ENSG00000119314.11	PTBP3			
MSTRG.18032_115142444_115200768_150	ENSG00000119471.10,ENSG00000230185.4	ENSG00000119471.10,ENSG00000230185.4	HSDL2,C9orf147	,	,	,
MSTRG.18032_115171270_115181155_15	ENSG00000119471.10	ENSG00000119471.10	HSDL2			
ENSG00000228623.2_115764316_115761988_49	ENSG00000228623.2	ENSG00000228623.2	ZNF883			
ENSG00000119431.5_116136774_116136724_16	ENSG00000119431.5	ENSG00000119431.5	HDHD3			
MSTRG.18052_116163227_116155866_20	ENSG00000148218.11	ENSG00000148218.11	ALAD			
ENSG00000138835.18_116299084_116345737_40	ENSG00000138835.18,ENSG00000237073.1	ENSG00000138835.18,ENSG00000237073.1	RGS3,RP11-168K11.2	,	,	,
MSTRG.18053_116840550_116837302_111	ENSG00000106927.7	ENSG00000106927.7	AMBP			
ENSG00000106948.12_117119244_117113280_111	ENSG00000106948.12	ENSG00000106948.12	AKNA			
ENSG00000106948.12_117143714_117143685_9	ENSG00000106948.12	ENSG00000106948.12	AKNA			
MSTRG.18056_117379476_117386438_42	ENSG00000157693.10	ENSG00000157693.10	C9orf91			
MSTRG.18060_119449394_119449341_17	ENSG00000148219.12	ENSG00000148219.12	ASTN2	,ENSG00000119401.10	,ENSG00000119401.10	,TRIM32
MSTRG.18060_119449394_119413979_47	ENSG00000148219.12	ENSG00000148219.12	ASTN2	,ENSG00000119401.10	,ENSG00000119401.10	,TRIM32
MSTRG.18071_123169536_123169246_96	ENSG00000136861.13	ENSG00000136861.13	CDK5RAP2			
MSTRG.18071_123220897_123210374_66	ENSG00000136861.13	ENSG00000136861.13	CDK5RAP2			
MSTRG.18071_123342256_123280090_460	ENSG00000136861.13	ENSG00000136861.13	CDK5RAP2			
MSTRG.18071_123342256_123222879_749	ENSG00000136861.13	ENSG00000136861.13	CDK5RAP2			
ENSG00000106780.7_123476734_123476657_25	ENSG00000106780.7	ENSG00000106780.7	MEGF9			
MSTRG.18068_123555530_123555366_54	ENSG00000119402.12	ENSG00000119402.12	FBXW2	,ENSG00000214654.5	,ENSG00000214654.5	,RP11-27I1.4
MSTRG.18068_123555530_123550553_35	ENSG00000119402.12	ENSG00000119402.12	FBXW2	,ENSG00000214654.5	,ENSG00000214654.5	,RP11-27I1.4
MSTRG.18068_123555530_123550440_42	ENSG00000119402.12	ENSG00000119402.12	FBXW2	,ENSG00000214654.5	,ENSG00000214654.5	,RP11-27I1.4
MSTRG.18076_123639420_123636325_88	ENSG00000119403.9	ENSG00000119403.9	PHF19			
MSTRG.18076_123639599_123639567_10	ENSG00000119403.9	ENSG00000119403.9	PHF19			
MSTRG.18073_123906334_123914784_260	ENSG00000119397.12	ENSG00000119397.12	CNTRL			
MSTRG.18088_124072917_124073159_80	ENSG00000148180.12	ENSG00000148180.12	GSN			
MSTRG.18088_124091237_124091386_49	ENSG00000148180.12	ENSG00000148180.12	GSN			
MSTRG.18088_124094833_124094868_11	ENSG00000148180.12	ENSG00000148180.12	GSN			
MSTRG.18074_124132465_124128516_22	ENSG00000148175.8	ENSG00000148175.8	STOM			
ENSG00000136848.12_124329468_124521226_115	ENSG00000136848.12,ENSG00000229854.1	ENSG00000136848.12,ENSG00000229854.1	DAB2IP,RP11-524G24.2	,	,	,
MSTRG.18077_124922064_124921990_24	ENSG00000119421.5	ENSG00000119421.5	NDUFA8	,ENSG00000185681.8	,ENSG00000185681.8	,MORN5
MSTRG.18077_124921956_124910503_34	ENSG00000119421.5	ENSG00000119421.5	NDUFA8	,ENSG00000185681.8	,ENSG00000185681.8	,MORN5
MSTRG.18081_125023737_125014212_39	ENSG00000119446.9,ENSG00000272317.1	ENSG00000119446.9,ENSG00000272317.1	RBM18,AL162424.2	,	,	,
MSTRG.18083_125026975_125027145_56	ENSG00000119446.9,ENSG00000148187.13	ENSG00000119446.9,ENSG00000148187.13	RBM18,MRRF	,	,	,
MSTRG.18083_125028002_125028022_6	ENSG00000148187.13	ENSG00000148187.13	MRRF			
MSTRG.18079_125585454_125585347_35	ENSG00000136940.9	ENSG00000136940.9	PDCL			
ENSG00000056586.11_125667516_125667412_34	ENSG00000056586.11	ENSG00000056586.11	RC3H2			
ENSG00000056586.11_125659788_125627743_478	ENSG00000056586.11,ENSG00000212447.1	ENSG00000056586.11,ENSG00000212447.1	RC3H2,SNORD90	,	,	,
MSTRG.18091_125719339_125733952_52	ENSG00000011454.12	ENSG00000011454.12	RABGAP1			
MSTRG.18091_125719339_125748544_66	ENSG00000011454.12	ENSG00000011454.12	RABGAP1			
MSTRG.18095_125936024_125930500_83	ENSG00000165209.14	ENSG00000165209.14	STRBP			
MSTRG.18095_125946413_125936053_94	ENSG00000165209.14	ENSG00000165209.14	STRBP			
MSTRG.18095_126030876_125999246_54	ENSG00000165209.14	ENSG00000165209.14	STRBP			
ENSG00000106689.6_126774300_126774419_39	ENSG00000106689.6	ENSG00000106689.6	LHX2			
ENSG00000106689.6_126774206_126774337_43	ENSG00000106689.6	ENSG00000106689.6	LHX2			
MSTRG.18096_127064237_127064326_29	ENSG00000119408.12	ENSG00000119408.12	NEK6			
MSTRG.18100_127146915_127119039_64	ENSG00000136930.8	ENSG00000136930.8	PSMB7			
ENSG00000185585.15_127539488_127539598_36	ENSG00000185585.15	ENSG00000185585.15	OLFML2A			
MSTRG.18103_127624191_127624150_13	ENSG00000136942.10	ENSG00000136942.10	RPL35	,ENSG00000136950.9	,ENSG00000136950.9	,ARPC5L
MSTRG.18104_127624500_127624622_40	ENSG00000136950.9	ENSG00000136950.9	ARPC5L	ENSG00000136942.10,	ENSG00000136942.10,	RPL35,
MSTRG.18104_127637418_127639248_34	ENSG00000136950.9	ENSG00000136950.9	ARPC5L			
MSTRG.18115_127642884_127642774_36	ENSG00000136935.9	ENSG00000136935.9	GOLGA1			
MSTRG.18105_127951997_127934260_31	ENSG00000119414.7	ENSG00000119414.7	PPP6C			
MSTRG.18105_127951997_127916190_81	ENSG00000119414.7	ENSG00000119414.7	PPP6C			
MSTRG.18120_127963074_127963139_21	ENSG00000136933.12	ENSG00000136933.12	RABEPK			
MSTRG.18120_127965293_127969920_44	ENSG00000136933.12	ENSG00000136933.12	RABEPK			
MSTRG.18119_128003446_128003402_14	ENSG00000044574.7	ENSG00000044574.7	HSPA5	,ENSG00000239705.1	,ENSG00000239705.1	,RP11-65N13.8
ENSG00000165219.17_128094890_128103563_191	ENSG00000165219.17	ENSG00000165219.17	GAPVD1			
ENSG00000165219.17_128024103_128031252_57	ENSG00000165219.17,ENSG00000214593.3	ENSG00000165219.17,ENSG00000214593.3	GAPVD1,RP11-65N13.6	,	,	,
ENSG00000165219.17_128024103_128061182_49	ENSG00000165219.17,ENSG00000214593.3	ENSG00000165219.17,ENSG00000214593.3	GAPVD1,RP11-65N13.6	,	,	,
MSTRG.18121_128469323_128469267_18	ENSG00000119487.12	ENSG00000119487.12	MAPKAP1			
ENSG00000167081.12_128509733_128691941_93	ENSG00000167081.12	ENSG00000167081.12	PBX3			
ENSG00000136856.13_130159463_130159513_16	ENSG00000136856.13	ENSG00000136856.13	SLC2A8			
ENSG00000136856.13_130159510_130162249_39	ENSG00000136856.13	ENSG00000136856.13	SLC2A8			
MSTRG.18131_130210649_130210048_84	ENSG00000197958.8	ENSG00000197958.8	RPL12	,ENSG00000201302.1	,ENSG00000201302.1	,SNORA65
MSTRG.18133_130213893_130214220_22	ENSG00000148356.9	ENSG00000148356.9	LRSAM1	ENSG00000197958.8,	ENSG00000197958.8,	RPL12,
MSTRG.18133_130213893_130213952_19	ENSG00000148356.9	ENSG00000148356.9	LRSAM1	ENSG00000197958.8,	ENSG00000197958.8,	RPL12,
MSTRG.18133_130241671_130248118_157	ENSG00000148356.9	ENSG00000148356.9	LRSAM1			
MSTRG.18130_130331233_130331210_7	ENSG00000136830.7	ENSG00000136830.7	FAM129B			
MSTRG.18141_130497549_130495772_72	ENSG00000160404.13	ENSG00000160404.13	TOR2A			
MSTRG.18141_130497549_130497232_105	ENSG00000160404.13	ENSG00000160404.13	TOR2A			
MSTRG.18142_130565204_130569314_66	ENSG00000136877.10	ENSG00000136877.10	FPGS			
MSTRG.18142_130565204_130569530_174	ENSG00000136877.10	ENSG00000136877.10	FPGS			
MSTRG.18142_130570858_130575494_154	ENSG00000136877.10	ENSG00000136877.10	FPGS			
MSTRG.18149_130634193_130634152_13	ENSG00000106992.13,ENSG00000257524.1	ENSG00000106992.13,ENSG00000257524.1	AK1,RP11-203J24.9	,	,	,
MSTRG.18149_130636924_130635099_34	ENSG00000106992.13,ENSG00000257524.1	ENSG00000106992.13,ENSG00000257524.1	AK1,RP11-203J24.9	,	,	,
MSTRG.18151_130678698_130672272_87	ENSG00000136840.14	ENSG00000136840.14	ST6GALNAC4			
MSTRG.18151_130679263_130679159_34	ENSG00000136840.14	ENSG00000136840.14	ST6GALNAC4			
MSTRG.18144_130700099_130698001_84	ENSG00000227218.3,ENSG00000136908.13	ENSG00000227218.3,ENSG00000136908.13	RP11-203J24.8,DPM2	,	,	,
MSTRG.18144_130700099_130699599_68	ENSG00000227218.3,ENSG00000136908.13	ENSG00000227218.3,ENSG00000136908.13	RP11-203J24.8,DPM2	,	,	,
MSTRG.18144_130700099_130699956_47	ENSG00000227218.3,ENSG00000136908.13	ENSG00000227218.3,ENSG00000136908.13	RP11-203J24.8,DPM2	,	,	,
MSTRG.18144_130700099_130698635_130	ENSG00000227218.3,ENSG00000136908.13	ENSG00000227218.3,ENSG00000136908.13	RP11-203J24.8,DPM2	,	,	,
MSTRG.18145_130742755_130742612_47	ENSG00000167106.7	ENSG00000167106.7	FAM102A			
MSTRG.18146_130886093_130885149_125	ENSG00000148334.10	ENSG00000148334.10	PTGES2			
MSTRG.18146_130886093_130884880_119	ENSG00000148334.10	ENSG00000148334.10	PTGES2			
MSTRG.18146_130890631_130887136_105	ENSG00000148334.10,ENSG00000232850.1	ENSG00000148334.10,ENSG00000232850.1	PTGES2,AL590708.2	,	,	,
MSTRG.18146_130890360_130886816_48	ENSG00000148334.10	ENSG00000148334.10	PTGES2	,ENSG00000232850.1	,ENSG00000232850.1	,AL590708.2
MSTRG.18146_130886819_130886703_38	ENSG00000148334.10	ENSG00000148334.10	PTGES2			
MSTRG.18152_130922687_130925894_83	ENSG00000171159.4	ENSG00000171159.4	C9orf16			
MSTRG.18166_130929136_130928993_47	ENSG00000148337.15	ENSG00000148337.15	CIZ1			
MSTRG.18166_130953136_130948052_57	ENSG00000148337.15	ENSG00000148337.15	CIZ1			
MSTRG.18166_130953136_130950177_68	ENSG00000148337.15	ENSG00000148337.15	CIZ1			
MSTRG.18167_131010838_131013223_218	ENSG00000106976.14	ENSG00000106976.14	DNM1			
MSTRG.18154_131022839_131022705_44	ENSG00000167110.12	ENSG00000167110.12	GOLGA2			
MSTRG.18154_131028583_131025309_110	ENSG00000167110.12	ENSG00000167110.12	GOLGA2			
MSTRG.18155_131038866_131038985_39	ENSG00000175854.7	ENSG00000175854.7	SWI5			
MSTRG.18155_131040953_131046861_26	ENSG00000175854.7	ENSG00000175854.7	SWI5			
MSTRG.18163_131084687_131078138_117	ENSG00000167112.7,ENSG00000272696.1	ENSG00000167112.7,ENSG00000272696.1	TRUB2,RP11-339B21.13	,,ENSG00000167113.6	,,ENSG00000167113.6	,,COQ4
MSTRG.18159_131102979_131103011_10	ENSG00000167114.8	ENSG00000167114.8	SLC27A4			
MSTRG.18159_131103042_131107598_135	ENSG00000167114.8,ENSG00000223551.1	ENSG00000167114.8,ENSG00000223551.1	SLC27A4,TMSB4XP4	,	,	,
MSTRG.18156_131152003_131152197_64	ENSG00000167118.6	ENSG00000167118.6	URM1			
MSTRG.18156_131133660_131150139_63	ENSG00000167118.6	ENSG00000167118.6	URM1			
MSTRG.18161_131186498_131189986_104	ENSG00000167123.14	ENSG00000167123.14	CERCAM			
MSTRG.18170_131218462_131218500_12	ENSG00000136811.12	ENSG00000136811.12	ODF2			
MSTRG.18170_131222838_131223451_112	ENSG00000136811.12	ENSG00000136811.12	ODF2			
MSTRG.18170_131222838_131235968_147	ENSG00000136811.12,ENSG00000225951.1	ENSG00000136811.12,ENSG00000225951.1	ODF2,RP11-339B21.9	,	,	,
MSTRG.18183_131267085_131269521_41	ENSG00000119392.10	ENSG00000119392.10	GLE1			
MSTRG.18183_131267085_131285600_157	ENSG00000119392.10	ENSG00000119392.10	GLE1			
MSTRG.18186_131371401_131371430_9	ENSG00000197694.9	ENSG00000197694.9	SPTAN1			
MSTRG.18187_131397965_131397867_32	ENSG00000119333.7	ENSG00000119333.7	WDR34			
MSTRG.18178_131464852_131465118_88	ENSG00000160447.6	ENSG00000160447.6	PKN3			
MSTRG.18178_131467712_131468069_55	ENSG00000160447.6	ENSG00000160447.6	PKN3			
MSTRG.18178_131477095_131479136_74	ENSG00000160447.6	ENSG00000160447.6	PKN3			
MSTRG.18180_131483529_131483494_11	ENSG00000160446.14	ENSG00000160446.14	ZDHHC12	ENSG00000160447.6,	ENSG00000160447.6,	PKN3,
MSTRG.18180_131486372_131486085_95	ENSG00000160446.14	ENSG00000160446.14	ZDHHC12	,ENSG00000223478.1	,ENSG00000223478.1	,RP11-545E17.3
MSTRG.18181_131580755_131580844_29	ENSG00000167136.6	ENSG00000167136.6	ENDOG			
MSTRG.18182_131588389_131588306_27	ENSG00000198917.7	ENSG00000198917.7	C9orf114			
MSTRG.18182_131592059_131591101_45	ENSG00000198917.7	ENSG00000198917.7	C9orf114			
MSTRG.18177_131648307_131648384_25	ENSG00000136802.7	ENSG00000136802.7	LRRC8A			
MSTRG.18193_131709730_131709587_47	ENSG00000251184.1,ENSG00000175283.7	ENSG00000251184.1,ENSG00000175283.7	RP11-101E3.5,DOLK	,,ENSG00000095319.10	,,ENSG00000095319.10	,,NUP188
MSTRG.18193_131709876_131709829_15	ENSG00000251184.1,ENSG00000175283.7	ENSG00000251184.1,ENSG00000175283.7	RP11-101E3.5,DOLK	,,ENSG00000095319.10	,,ENSG00000095319.10	,,NUP188
MSTRG.18195_131790536_131784674_64	ENSG00000148341.13	ENSG00000148341.13	SH3GLB2			
MSTRG.18195_131790421_131777172_20	ENSG00000148341.13	ENSG00000148341.13	SH3GLB2			
ENSG00000148343.14_131798949_131802814_31	ENSG00000148343.14	ENSG00000148343.14	FAM73B			
ENSG00000148343.14_131830085_131830812_133	ENSG00000148343.14	ENSG00000148343.14	FAM73B			
MSTRG.18196_131848490_131849050_39	ENSG00000167130.13	ENSG00000167130.13	DOLPP1			
MSTRG.18197_131872788_131871461_40	ENSG00000095321.12	ENSG00000095321.12	CRAT	,ENSG00000119383.15	,ENSG00000119383.15	,PPP2R4
MSTRG.18200_131873700_131873750_16	ENSG00000119383.15	ENSG00000119383.15	PPP2R4	ENSG00000095321.12,	ENSG00000095321.12,	CRAT,
MSTRG.18200_131901757_131901780_7	ENSG00000119383.15	ENSG00000119383.15	PPP2R4			
